REGION,FUEL,YEAR,VALUE
GLOBAL,INDELCFJIXX02,2030,0.9509208820684112
GLOBAL,INDELCFJIXX02,2031,0.9699392997097794
GLOBAL,INDELCFJIXX02,2032,0.9893380857039751
GLOBAL,INDELCFJIXX02,2033,1.0091248474180545
GLOBAL,INDELCFJIXX02,2034,1.0293073443664158
GLOBAL,INDELCFJIXX02,2035,1.049893491253744
GLOBAL,INDELCFJIXX02,2036,1.0708913610788189
GLOBAL,INDELCFJIXX02,2037,1.0923091883003953
GLOBAL,INDELCFJIXX02,2038,1.1141553720664032
GLOBAL,INDELCFJIXX02,2039,1.1364384795077314
GLOBAL,INDELCFJIXX02,2040,1.159167249097886
GLOBAL,INDELCFJIXX02,2041,1.1823505940798438
GLOBAL,INDELCFJIXX02,2042,1.2059976059614406
GLOBAL,INDELCFJIXX02,2043,1.2301175580806694
GLOBAL,INDELCFJIXX02,2044,1.254719909242283
GLOBAL,INDELCFJIXX02,2045,1.2798143074271284
GLOBAL,INDELCFJIXX02,2046,1.305410593575671
GLOBAL,INDELCFJIXX02,2047,1.3315188054471847
GLOBAL,INDELCFJIXX02,2048,1.3581491815561284
GLOBAL,INDELCFJIXX02,2049,1.3853121651872509
GLOBAL,INDELCFJIXX02,2050,1.4130184084909958
GLOBAL,RESELCFJIXX02,2020,0.9898975692
GLOBAL,RESELCFJIXX02,2021,1.0820721204
GLOBAL,RESELCFJIXX02,2022,1.1198745504
GLOBAL,RESELCFJIXX02,2023,1.1658384576
GLOBAL,RESELCFJIXX02,2024,1.2548027232
GLOBAL,RESELCFJIXX02,2025,1.2534924809748682
GLOBAL,RESELCFJIXX02,2026,1.2519645025575088
GLOBAL,RESELCFJIXX02,2027,1.2503855157378174
GLOBAL,RESELCFJIXX02,2028,1.2487544210803225
GLOBAL,RESELCFJIXX02,2029,1.2470701062607579
GLOBAL,RESELCFJIXX02,2030,1.2453314459545317
GLOBAL,RESELCFJIXX02,2031,1.2575862034013114
GLOBAL,RESELCFJIXX02,2032,1.2699171199077952
GLOBAL,RESELCFJIXX02,2033,1.282323919259848
GLOBAL,RESELCFJIXX02,2034,1.2948063168765616
GLOBAL,RESELCFJIXX02,2035,1.307364019721174
GLOBAL,RESELCFJIXX02,2036,1.3199560077908719
GLOBAL,RESELCFJIXX02,2037,1.332621265530252
GLOBAL,RESELCFJIXX02,2038,1.3453594775768818
GLOBAL,RESELCFJIXX02,2039,1.3581703199179216
GLOBAL,RESELCFJIXX02,2040,1.37105345979942
GLOBAL,RESELCFJIXX02,2041,1.3839532238292969
GLOBAL,RESELCFJIXX02,2042,1.3969228296018867
GLOBAL,RESELCFJIXX02,2043,1.4099619228742342
GLOBAL,RESELCFJIXX02,2044,1.4230701405132642
GLOBAL,RESELCFJIXX02,2045,1.4362471104039811
GLOBAL,RESELCFJIXX02,2046,1.44951634050962
GLOBAL,RESELCFJIXX02,2047,1.4628542493067285
GLOBAL,RESELCFJIXX02,2048,1.4762604347246524
GLOBAL,RESELCFJIXX02,2049,1.4897344852439023
GLOBAL,RESELCFJIXX02,2050,1.503275979799674
